reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K10150	5304.28	3310.21	3072.15	6541.45	1781.68	5312.99	5460.8	7064.02	3315.6	3312.4	4162.15	3567.37	3407.09	5199.95	5270.4	2944.97	2369.79	5505.43	2527.05	2449.55	4295.82	3209.49	4018.6	4725.88	2956.48	5159.97	6374.13	5406.85	5012.4	5339.7	4918.37	6885.3	2071.12	2134.73	4127.91	6990.38	3356.79	5056.4	4747.92	5477.28	4482.02	5501.25	5967.7	4218.17	4843.25	5086.08	4912.73	6338.48	7482.97	6049.89	5057.32	5235.23	3548.63	7497.09	2624.03	4296.7	1865.88	4253.16	5598.65	3482.35	5732.65	7889.9	5532.5	4737.25	4858.8	6206.99	4533.09	5459.6	4235.72	5199.15	4232.63	3441.93	4782.83	5754.07	7019.62	7327.6	3443.12	3006.89	2575.42	6711.32	7707.45	5817.63	7089.66	3529.62	5987.13	5048.86	3131.63
K10203	5982.44	4059.37	3454.99	7558.37	5555.68	7522.83	5555.3	7074.69	5437.1	3256.73	4392.98	5024.46	3054.42	6166.45	5903.9	3164.46	4770.97	6248.43	4846.71	2931.38	4304.99	4120.32	5278.1	4951.21	3034.81	5765.64	7437.8	5989.68	5892.4	6071.03	6336.87	7473.63	3548.12	2658.23	4655.57	7644.05	5102.96	5387.4	5196.09	6621.28	4929.44	6285.25	6084.03	4966.68	6136.09	5661.41	6008.73	6568.99	7632.63	7616.89	5745.82	5474.23	4442.63	8072.59	2735.53	3886.37	2030.38	4612.32	6412.48	3821.85	6465.48	8646.73	6179.33	7828.59	5797.63	6810	5652.59	6251.6	5071.89	5722.98	4674.13	4542.59	5122.01	6425.65	7814.78	7879.43	3459.95	3448.72	2724.75	7041.15	7946.12	5934.97	7221.67	3880.29	6047.46	6276.35	3303.3
K10206	1987.58	2261.16	1220.38	1493.04	554.75	1800.5	2305.25	6406.21	1311.08	1207.25	2814.5	2423.67	1416.5	1576.75	2617.17	2638.61	693.75	955.75	1052.57	1394.58	1578.17	1229.42	2620.17	1137.08	1729.63	3560.92	1717.83	2602.33	3071.08	2227.08	4224.5	1452.33	1731.37	613.83	1777.21	2872.75	980.88	2990.78	2243.67	2255.25	2619.62	2936.75	1874.42	1997.67	1269.42	2689.5	1711.25	3623.59	1328.5	1711.75	2166.67	1159.25	1638	4843.83	1582.58	2029.17	1000.08	1163.58	1264.08	1577.75	2524.5	1235.08	1667.42	736.17	917.33	1456.83	1867	2285.17	1398	1782.08	1394.83	1585.58	1635.34	958.58	1765.42	2563.58	1501.87	1475.33	2039.75	1988.92	2278.25	3643.84	1645.34	925.09	2183.08	1692.75	1158.92
K10209	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10213	1355	130.83	204.88	326.57	962.67	2283	477.42	227.38	1404.5	190	1331.5	1035.42	596	764.5	722.75	234.36	956.75	829.75	491.99	230.25	136	335	624.84	197.58	240.88	387.25	1048.5	612.58	989.75	267.08	2341.5	135.33	913.62	452.5	100.8	972	1937.71	266.95	508.5	687	274.12	438.83	997	129.25	50.17	700	378.5	135.34	187.25	368.25	196	282.5	482.75	4586.5	927.75	559.17	155.25	739.33	1345.83	290.5	831.75	338.33	76.5	995.42	271.5	290.75	357.33	450.92	303.5	950.92	578.8	533.25	668.09	153.58	963.75	903.33	114.62	237.67	377.25	1039.25	629.25	112.34	730.34	166.09	892.58	772.75	380.75
K10245	5982.44	4059.37	3454.99	7558.37	5555.68	7522.83	5555.3	7074.69	5437.1	3256.73	4392.98	5024.46	3054.42	6166.45	5903.9	3164.46	4770.97	6248.43	4846.71	2931.38	4304.99	4120.32	5278.1	4951.21	3034.81	5765.64	7437.8	5989.68	5892.4	6071.03	6336.87	7473.63	3548.12	2658.23	4655.57	7644.05	5102.96	5387.4	5196.09	6621.28	4929.44	6285.25	6084.03	4966.68	6136.09	5661.41	6008.73	6568.99	7632.63	7616.89	5745.82	5474.23	4442.63	8072.59	2735.53	3886.37	2030.38	4612.32	6412.48	3821.85	6465.48	8646.73	6179.33	7828.59	5797.63	6810	5652.59	6251.6	5071.89	5722.98	4674.13	4542.59	5122.01	6425.65	7814.78	7879.43	3459.95	3448.72	2724.75	7041.15	7946.12	5934.97	7221.67	3880.29	6047.46	6276.35	3303.3
K10246	5982.44	4059.37	3454.99	7558.37	5555.68	7522.83	5555.3	7074.69	5437.1	3256.73	4392.98	5024.46	3054.42	6166.45	5903.9	3164.46	4770.97	6248.43	4846.71	2931.38	4304.99	4120.32	5278.1	4951.21	3034.81	5765.64	7437.8	5989.68	5892.4	6071.03	6336.87	7473.63	3548.12	2658.23	4655.57	7644.05	5102.96	5387.4	5196.09	6621.28	4929.44	6285.25	6084.03	4966.68	6136.09	5661.41	6008.73	6568.99	7632.63	7616.89	5745.82	5474.23	4442.63	8072.59	2735.53	3886.37	2030.38	4612.32	6412.48	3821.85	6465.48	8646.73	6179.33	7828.59	5797.63	6810	5652.59	6251.6	5071.89	5722.98	4674.13	4542.59	5122.01	6425.65	7814.78	7879.43	3459.95	3448.72	2724.75	7041.15	7946.12	5934.97	7221.67	3880.29	6047.46	6276.35	3303.3
K10353	612.5	340	257	600	2852.5	1111.5	35	34	816	69	219.5	1357	137.5	582	624.5	67.25	132	539	772.5	268.5	6	874.5	1518.5	185	93	508	732	44.5	742	724.5	147	575	5	487	539.5	636	368.5	214	427	511	295	425	111	695	1263	353	960.5	199.75	150.25	1304	766.5	100	897	564.5	83.5	53.5	41.5	466	44	59.5	418	757.5	522	2118	1133	568	1070.5	712	846.5	525	566	972.5	153	640	784.5	454.5	116	410	86	316.5	112	85	39	293.5	52	716.5	143.5
K10524	455	406.33	376.83	711.2	84.17	336	100	173.5	257	137.5	206.5	44.67	187	259	1587	132.24	504.83	397	191.49	76	196.67	347.67	463.01	78.33	35	39.5	490.5	661.33	220.17	382.33	1029.5	234.33	714	552.5	910.5	43	291.16	170.66	393	109	198	195.33	56	51	102.17	141.5	142.5	609.09	236.58	2486	83	362.33	216.5	440.83	176	298.17	116.5	663.83	77.33	1063	433	4586.83	440.33	219.67	740	463.5	849.33	49.67	1159	1879.17	233.3	795	527.59	236.58	543	27.33	675	278	314	610	75	231.34	898.34	1615.84	711.33	151.33	357.83
K10527	1806.5	592.33	1315	1139.12	1154.67	2442	1327	5338.25	2032	711.5	1538.75	1651.92	658.5	1405	1360	882.99	1046	1539	669.49	937	1503.75	1291.67	1513.59	426.33	962	1719.75	1207.25	1308.33	2836.5	1602.33	3061.17	1446.33	1350.25	607.5	2245.5	2267.25	1982.83	1618.33	925	733	1667.25	1358.08	619	376	527.67	2436.83	1123	1554.34	1023	2779	1565	593.75	836.75	5032.25	1019	1234.92	634.5	1456.83	910.83	808	1665	4802.83	596	1349	1077.5	760.5	1002.33	1530	1253	3124.25	760.3	1555.5	377.59	414.33	1648.59	712.33	604	1042.83	794	1544.33	1471	1389.84	1493.34	438.84	1013.33	975	1022.5
K10534	392	0	57.5	472.33	137	0	0	10.25	21	13	3.25	13	1.5	6	593	0	1	19	1	5	72.42	9	32.92	37	7	9.25	70.25	18	27.5	213	29	171	0.25	50	855	0.25	23.33	3	126	0	39	1.08	48	4	2	3	86	6	109.33	2022	18	112.58	38.75	351.75	0	22.25	86	160.83	34	0	5	4553	202.33	0	700	366	566	0	837	1708.25	1	569	18	8	1.25	0	16	107	101	500	0	0	716	16	622	52.33	2
K10536	4168.68	1977.46	1899.28	5227.75	1342.08	4818.57	3324.3	771.54	2224.6	1917.1	2699.3	2159.37	1654.42	4605.95	3639.5	887.97	2896.7	4425.13	3393.55	1622.5	2858.07	1921.78	1453.23	3846.48	2217.63	2779.47	5176.38	3921.2	2614.65	3318.55	3401.37	5193.7	2054.27	1154.23	1582.91	4973.43	2501.43	2258.75	2678.12	4532.25	2344.07	3210.57	5018.42	2507.77	3671.75	2861.1	3413.4	2956.15	5819	2203.3	3110.42	4195.7	1844.3	6275.08	1884.83	2548	1015.08	2447.58	4746.23	1725.55	3643.35	2284.8	3915.67	3981.17	3064.2	4711.33	2768.77	3749.37	1654.12	2937.68	2947.83	1687.78	3677	5150.7	4811.65	5430.6	1581.82	1593.49	663.92	5120	6651.95	3363.6	5233.88	1205.32	3759.75	3488	2271.2
K10705	5981.44	4062.87	3494.82	7480.12	5563.18	7538.83	5579.47	6378.69	5453.6	3414.73	4337.48	5017.96	3362.42	6172.95	5911.9	3169.96	4842.13	6689.43	4885.96	2938.38	4269.49	4083.99	5227.27	4950.21	3037.81	5746.64	7139.8	5939.68	5893.32	6080.53	6903.37	7467.63	3563.12	2651.73	4657.74	7614.05	5129.96	5335.73	5157.59	6619.28	4944.94	6272.58	6061.03	4963.18	6010.59	5646.41	6040.73	6605.49	7552.63	7572.89	5840.82	5348.23	4783.63	8052.92	2736.53	4155.37	1999.38	5092.82	6477.98	3786.85	6407.98	8637.73	6169.83	7836.34	5852.13	6807.33	5646.59	6230.6	5113.39	5724.15	4802.63	4522.09	5133.51	6442.4	7897.78	7875.43	3549.45	3475.39	2738.75	7024.15	7932.12	5925.97	7227.67	3883.79	6022.46	6246.35	3309.13
K10764	2696.08	2415.08	2090.21	1941.16	3568.08	2844.92	2578.92	6768.29	2024.58	1473.75	3048.25	3701	2263.17	2244.75	2562.17	2602.12	1128.58	1842.25	2000.83	2061.83	2008.92	2427.59	4001.67	1312.75	1868.38	4173.92	2492.08	2586.75	3893.25	2892	4046.17	2161	1161.62	1253.83	2355.88	3653.5	1646.21	3435.7	2836.42	2828.58	2843.12	3398	2081.5	2728.17	2804.25	3055.25	2775.58	4181.75	1831.67	3650.34	3015.67	1311.75	3079	5555.24	1825.08	2777.5	982.08	2125.83	1454.5	2528.75	3367	2002.75	2218.42	3058.5	2306.83	2117.66	2991.59	2988	2678	2435.08	2198.63	2715.33	1981.83	1675.67	3170.75	3159.75	2128.37	2005.83	2201.75	2557.67	2348.25	3527	1802.33	2841.25	2758.33	2607.58	1458.75
K10780	0	0	0	3.33	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29.67	0	0	0	22	0	0	0	0	0	0	0	0	0	9	2	3	3	1	0	0	0	0	0	0	1	5	1	0	1	0	1	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	1	0	1	2	0	9	0	0	0	2	0	0	17
K10793	0	0	251	1	0	0	38.5	0	402	0	0	24	0	4	17	4.25	0	0	4	0	0	0	282	0	0	0	0	0	2	0	0	23	0	0	3	0	0	25	4	0	0	34	0	0	0	1	14.5	1.75	6.25	8	0	1	0	0	0	53.5	0	0	9	8	0	5	5	2	0	1	23	0	0	0	0	0	2	1	0	7	9	0	0	0	0	0	31	0	9	14	0
K10794	0	0	251	1	0	0	38.5	0	402	0	0	24	0	4	17	4.25	0	0	4	0	0	0	282	0	0	0	0	0	2	0	0	23	0	0	3	0	0	25	4	0	0	34	0	0	0	1	14.5	1.75	6.25	8	0	1	0	0	0	53.5	0	0	9	8	0	5	5	2	0	1	23	0	0	0	0	0	2	1	0	7	9	0	0	0	0	0	31	0	9	14	0
K10795	0	0	251	1	0	0	38.5	0	402	0	0	24	0	4	17	4.25	0	0	4	0	0	0	282	0	0	0	0	0	2	0	0	23	0	0	3	0	0	25	4	0	0	34	0	0	0	1	14.5	1.75	6.25	8	0	1	0	0	0	53.5	0	0	9	8	0	5	5	2	0	1	23	0	0	0	0	0	2	1	0	7	9	0	0	0	0	0	31	0	9	14	0
K10796	0	0	251	1	0	0	38.5	0	402	0	0	24	0	4	17	4.25	0	0	4	0	0	0	282	0	0	0	0	0	2	0	0	23	0	0	3	0	0	25	4	0	0	34	0	0	0	1	14.5	1.75	6.25	8	0	1	0	0	0	53.5	0	0	9	8	0	5	5	2	0	1	23	0	0	0	0	0	2	1	0	7	9	0	0	0	0	0	31	0	9	14	0
K10807	521.1	450.33	1102.87	945.53	1042.77	1141.67	243	159.48	1273	343.8	159.85	199.42	585.67	480.5	824.4	96.99	1334.09	1177.8	44.99	532.55	264.75	345.87	513.54	53.73	37.35	161.5	714.25	690.73	288.92	251.98	2494	260.93	1607.85	506	942.5	122.95	1613.36	348.73	339.3	34.53	152.7	560.85	74.03	82.4	151.67	269.65	412.33	657.67	172.72	2623.84	165.9	356.03	751.83	536.51	206.2	819.87	205.8	1273.58	841.08	1188.3	378.8	4572.93	430.83	1081.42	796.6	466.66	658.15	108.57	1048.6	1875.97	366.5	691.9	317.17	374.45	300.96	228.33	822.3	155.9	371.5	792.07	251	92.87	957.12	1715.64	1194.71	676.86	300.43
K10808	521.1	450.33	1102.87	945.53	1042.77	1141.67	243	159.48	1273	343.8	159.85	199.42	585.67	480.5	824.4	96.99	1334.09	1177.8	44.99	532.55	264.75	345.87	513.54	53.73	37.35	161.5	714.25	690.73	288.92	251.98	2494	260.93	1607.85	506	942.5	122.95	1613.36	348.73	339.3	34.53	152.7	560.85	74.03	82.4	151.67	269.65	412.33	657.67	172.72	2623.84	165.9	356.03	751.83	536.51	206.2	819.87	205.8	1273.58	841.08	1188.3	378.8	4572.93	430.83	1081.42	796.6	466.66	658.15	108.57	1048.6	1875.97	366.5	691.9	317.17	374.45	300.96	228.33	822.3	155.9	371.5	792.07	251	92.87	957.12	1715.64	1194.71	676.86	300.43
K10977	0	0	0	1	0	0	0.5	0	0	0	0	7.5	0.5	0.5	0	13	0	0	0	0.75	0	0	363.25	0	0	1.25	0	0	3.25	0.25	0	0	6	0	0.5	2.5	1	0	3.25	0	0	6.5	2.5	1	0	1.75	7	11	10.75	0.5	0.5	7.25	1.25	0	30	68.75	0	0.75	0	8.5	0	0	1.5	0.5	18.5	0	0.5	3.5	0	2.75	0	0.25	0.25	0	0.25	0	11	0	0	0	1	0	0	0	1.25	0	0
K10989	5212.51	3479.54	3076.78	6508.29	1721.75	5277.33	5481.3	6901.71	3045.27	2676.93	3911.63	3273.21	2675.42	5105.95	5155.83	2533.96	3672.2	4887.63	3753.88	2287.75	4207.74	3121.79	3558.99	4393.81	2763.71	5124.72	6288.72	5151.78	4934.74	5152.63	4800.2	6912.03	2572.27	1832.9	3920.24	6904.6	3170.76	4782	4357.87	6069.08	4383.24	5083.23	5770.16	2927.11	4744.09	4976.84	4601.23	5886.66	7494.66	5952.89	4661.75	5036.78	2750.05	7192.74	2503	3762.42	1722.75	3728.49	5566.65	3367.55	5565.68	7088.63	5467.16	4620.92	4537.7	5711	4413.52	5174.03	4198.79	5130.27	3999.3	3361.36	4779.51	5453.7	6625.56	7294.93	2890.65	2682.66	2459.25	5955.25	7599.62	5485.44	6973.22	3456.49	5729.66	4828.15	3022.86
K11029	1649.43	1218.58	415.37	1240.53	1057.93	2229.75	979.5	511.98	1431.83	494.8	1411.35	1035.25	780	962.5	1956.07	1195	1577.59	1303.3	583.83	344.63	421.25	428.54	403.12	125.9	215.85	1679.42	1156.58	1478.65	883.33	317.4	4632	339.6	1840.85	552.83	992.33	713.45	1603.53	1117.81	1359.22	884.7	466.95	1587.02	527.12	112.07	456.5	852.07	396.5	2025.33	624.22	2859.75	286.57	653.45	834.08	4622.51	1007.03	807.45	443.63	1246.16	1331.25	1563.3	1627.3	4669.6	914.67	1206.92	928.43	773.16	1373.32	232.07	1950.6	2846.05	819.83	783.23	592.25	328.7	754.71	1235	949.8	396.23	1770	1748.32	1035	1395.53	1350.45	2111.3	790.3	1052.2	320.6
K11067	2361.24	2031.91	1638.17	1746.79	611.41	1862.76	2305.5	6721.08	862.08	1259.58	2623.08	2261.17	1334	1501.25	3409.92	2632.75	683.84	986.5	1029.5	1613.41	2051.59	1557.42	2546.67	990.5	1545.83	3432.84	1960.75	2523	2980.5	2296.75	3304.17	1694	1128	1129.83	2619.74	2674.17	988.5	3195.75	2486.59	1498.58	2552.67	3012.17	1192.83	1998.93	1460.92	2667.58	1670.08	3607.42	1731.08	4120.09	2178.17	1307.25	1759.25	5406.24	1489.83	1699	1066.83	1721.82	804	1644.75	3057.58	5654.75	1868.25	941.42	1654.66	1725.75	2189.76	1986.08	2697.67	3504.33	1563.33	1962.24	1151.67	1123.67	2102.84	1944.25	1324.08	1569.99	2253.83	2629.25	2321.67	3597	2088	920.33	2221.08	1668.32	1294.67
K11140	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K11142	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K11175	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5617.8	7184.69	5476.6	3520.73	4476.98	5038.96	3574.92	6170.95	5926.9	3047.96	3426.8	6728.43	3342.21	2945.38	4339.49	4124.99	5311.77	4955.21	3059.81	5755.64	7483.8	6001.68	5914.57	6095.53	6925.37	7488.63	3566.12	2660.73	4722.07	7660.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.25	6084.03	4975.18	6152.59	5662.41	6069.73	6611.49	7647.63	7634.89	5851.82	5491.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6167.83	7844.59	6001.13	6825	5665.59	6258.6	5121.89	5735.15	4810.63	4550.09	5150.51	6495.4	7934.78	7882.43	3557.45	3480.72	2742.75	7060.15	7947.12	5937.97	7264.67	3888.79	6060.46	6279.35	3312.13
K11176	5949.44	3721.87	3506.82	7352.12	5541.18	7537.83	5528.47	6917.69	5445.6	3464.73	4288.48	4936.96	3549.42	5643.95	5873.9	2898.96	4786.8	6542.43	4808.96	2664.38	3760.49	3900.99	5049.27	4878.21	2973.81	4832.64	7457.8	5420.68	5885.32	5999.53	6683.37	7488.63	3182.12	2627.73	4643.74	7568.05	5096.96	5171.73	5121.59	6618.28	4836.94	5729.58	6060.03	4874.18	5939.59	5625.41	5965.73	5990.49	7608.63	7562.89	5634.82	5373.23	4695.63	8075.92	2680.53	3871.37	1978.38	5019.82	6477.98	3538.85	6388.98	8626.73	6178.83	7739.34	5973.13	6664	5489.59	6224.6	5035.39	5348.15	4765.63	4511.09	5135.51	6276.4	7955.78	7838.43	3262.45	3462.39	2554.75	6935.15	7217.12	4983.97	7120.67	3711.79	5887.46	6222.35	2925.13
K11177	126	66	391	44.33	27.5	152.67	184	219.33	536	51	23	178	188.67	13	222	150.25	47	359	55	201	194	302	382.67	7	18	100	334	37	51.5	62	75	87	103	455	5	160	354	279.67	230	83.33	46	151.67	25.33	37	18	51	82.83	209.75	154.92	674.34	292	141	783	451.33	16	109.5	53.5	178.33	36	64	113	223	29	91	51	147.33	63.67	188	450	42	290.3	205	218.33	208.67	539	168	24	48	32	237.67	81	44	248.33	53	702.33	283.33	310.5
K11178	126	66	391	44.33	27.5	152.67	184	219.33	536	51	23	178	188.67	13	222	150.25	47	359	55	201	194	302	382.67	7	18	100	334	37	51.5	62	75	87	103	455	5	160	354	279.67	230	83.33	46	151.67	25.33	37	18	51	82.83	209.75	154.92	674.34	292	141	783	451.33	16	109.5	53.5	178.33	36	64	113	223	29	91	51	147.33	63.67	188	450	42	290.3	205	218.33	208.67	539	168	24	48	32	237.67	81	44	248.33	53	702.33	283.33	310.5
K11204	0.5	0	107.33	16.45	9	0	0	17	0	2	0	0	156.5	0	7	0	2.83	26.5	4	0	62	292.67	9.84	0	0	0	95.5	0	81.17	0	0	0	0	448	2	0	96.83	0.33	175	4	5	0	6	2	1.5	3.5	0	0	0	125	0	7.5	103	60.83	0	0	1.5	511.83	4	0	43	0	0	52	16	13	0	0	0	3	162.5	89.5	0.25	0	162	0	13	49.5	128	0	0	0	17	14.5	0	0	241.83
K11205	0.5	0	107.33	16.45	9	0	0	17	0	2	0	0	156.5	0	7	0	2.83	26.5	4	0	62	292.67	9.84	0	0	0	95.5	0	81.17	0	0	0	0	448	2	0	96.83	0.33	175	4	5	0	6	2	1.5	3.5	0	0	0	125	0	7.5	103	60.83	0	0	1.5	511.83	4	0	43	0	0	52	16	13	0	0	0	3	162.5	89.5	0.25	0	162	0	13	49.5	128	0	0	0	17	14.5	0	0	241.83
K11258	5308.84	3302.04	2951.95	6545.79	1860.91	5332.33	5506.97	7127.79	3292.1	3053.93	4105.38	3558.54	2930.92	5208.45	5294	2924.47	2303.37	5060.63	2479.97	2537.08	4336.66	3207.62	3990.4	4731.48	2936.21	5183.64	6362.8	5371.45	4984.65	5306.8	4332.87	6901.7	2051.52	2138.23	4091.74	6986.85	3317.26	5053.67	4745.04	6112.08	4463.74	5505.98	5968.83	4218.28	4809.42	5096.01	4948.73	6263.32	7498.66	6178.89	4965.92	5227.03	3178.3	7502.49	2607.83	3840.5	1861.58	3798.32	5583.15	3466.55	5738.68	7890.3	5541.33	4780.67	4655.53	6209.33	4550.36	5464.53	4234.29	5189.35	4097.13	3500.69	4797.67	5676.37	6929.82	7330.6	3306.65	2987.49	2556.25	6651.25	7710.12	5809.1	7103.88	3512.65	6000.33	5084.65	3133.2
K11262	4263.93	1675.46	1689.28	5124.92	1277.83	4891.57	4211.3	5427.54	2286.35	1949.85	2693.3	2742.37	1737.42	4100.2	3443.75	964.47	2781.7	4352.13	3297.55	935	2853.07	2642.2	2285.73	4017.98	1663.38	2430.97	5338.38	3072.45	4505.4	4392.05	3189.2	6385.7	1715.52	1487.23	2661.16	6414.68	2666.43	2976.25	2958.12	4656.5	3435.07	2853.15	5365.67	2394.02	3464	4505.43	4009.15	3188.15	6494	2374.8	3984.42	3994.45	1741.05	6362.58	1926.33	2115	1053.58	2625.83	4691.48	1176.8	3663.1	2288.05	4120.42	4042.5	3308.2	4622.08	2531.27	4976.45	1827.12	2562.18	3199.83	2279.78	3780	4905.45	6291.65	5926.35	1593.57	2108.66	605.42	5029.67	6098.45	2600.1	5360.88	1159.32	3843.25	3770	2443.7
K11263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11264	3626.01	2066.46	1623.95	5658.42	4118.08	4919.41	3296.3	536.88	3146.27	1993.43	2014.13	2745.04	1954.75	4371.95	3538.33	568.97	3007.04	4858.13	3754.39	1222	2296.57	2578.28	2475.73	3985.48	1526.96	2327.47	5472.22	3413.7	2846.49	3923.05	2240.7	5819.7	1642.27	1646.9	2075.74	5031.1	2919.6	2297.42	2850.12	4669.25	2496.74	3080.9	4896.08	3112.11	4892.42	2801.76	4237.4	2532.82	6021.66	3594.8	3653.25	4190.2	2676.8	2677.08	1151	2164	870.25	2905.91	4764.4	1463.05	3533.68	3032.3	4485.33	6104.17	4206.2	5146.34	3711.27	4330.03	3028.29	2153.35	3170	2703.11	3939.34	5449.7	5949.48	5863.1	1406.15	1922.66	442.25	4399.83	5582.62	2496.1	5197.55	1329.15	3692.75	4237.49	2045.03
K11265	1649.43	1218.58	415.37	1240.53	1057.93	2229.75	979.5	511.98	1431.83	494.8	1411.35	1035.25	780	962.5	1956.07	1195	1577.59	1303.3	583.83	344.63	421.25	428.54	403.12	125.9	215.85	1679.42	1156.58	1478.65	883.33	317.4	4632	339.6	1840.85	552.83	992.33	713.45	1603.53	1117.81	1359.22	884.7	466.95	1587.02	527.12	112.07	456.5	852.07	396.5	2025.33	624.22	2859.75	286.57	653.45	834.08	4622.51	1007.03	807.45	443.63	1246.16	1331.25	1563.3	1627.3	4669.6	914.67	1206.92	928.43	773.16	1373.32	232.07	1950.6	2846.05	819.83	783.23	592.25	328.7	754.71	1235	949.8	396.23	1770	1748.32	1035	1395.53	1350.45	2111.3	790.3	1052.2	320.6
K11358	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3597.42	6172.95	5926.9	3049.96	3427.13	6736.43	3342.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5755.64	7483.8	6001.68	5916.32	6095.53	6925.37	7491.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5493.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6170.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7957.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5937.97	7264.67	3888.79	6065.46	6280.35	3314.13
